obsid,Teff,log(g),[M/H],Mass,Radius
190507204,0.3863928112965338,0.2779106858054226,0.715687410669448,0.1260315078769692,0.2812659334255954
190507220,0.4184852374839538,0.3397129186602869,0.6487812415498125,0.2878219554888722,0.384186757957608
190507227,0.3658536585365852,0.3728070175438597,0.6714953451539383,0.1330332583145786,0.1795833636827154
19506124,0.508344030808729,0.4473684210526315,0.6847452389230115,0.1537884471117779,0.0950542646951708
195404173,0.2413350449293965,0.3201754385964912,0.8106385444431567,0.1692923230807702,0.2310073566902178
195411023,0.4062901155327343,0.5470494417862838,0.6805346312821107,0.1275318829707427,0.0358365503678344
195411199,0.3876765083440308,0.5637958532695374,0.8579982230463167,0.1715428857214304,0.0454512346128632
195411244,0.2670089858793325,0.3600478468899521,0.7054892417043304,0.1192798199549887,0.1674193313424138
195412157,0.2394094993581514,0.3783891547049441,0.88646811140727,0.132033008252063,0.1615922499817903
195413176,0.4582798459563539,0.3118022328548644,0.7084637076524896,0.2700675168792198,0.3560710903925995
195416068,0.4287548138639279,0.5765550239234448,0.8041101711283656,0.1882970742685671,0.0607473231844999
195416081,0.2426187419768934,0.2220893141945773,0.7560937922509368,0.2610652663165791,0.4383786146114065
200802048,0.50385109114249,0.2272727272727271,0.4153822381890524,0.2698174543635909,0.5006919659115742
200802134,0.3478818998716302,0.363237639553429,0.8107544327268512,0.1220305076269067,0.2335567047854906
200803249,0.3671373555840822,0.4278309409888358,0.731100552400819,0.1622905726431607,0.1533979168184136
200807045,0.514762516046213,0.3249601275917064,0.6531077374744079,0.2073018254563641,0.2544613591667274
200807124,0.3934531450577663,0.5334928229665071,0.8234635145053502,0.1962990747686921,0.0669385971301624
200903086,0.2362002567394094,0.2288676236044656,0.618032216942867,0.1355338834708677,0.3547235778279555
200905186,0.4525032092426184,0.6523125996810207,0.7721636342565766,0.1497874468617154,0.0043703110204676
200907001,0.0551989730423621,0.064194577352472,0.7559006451114458,0.0905226306576644,0.5943987180421006
202801044,0.241976893453145,0.3887559808612441,0.9109205392668134,0.1420355088772193,0.1490276057979459
202801147,0.3112965340179716,0.3437001594896332,0.7611928767334956,0.0550137534383596,0.2060237453565445
202801176,0.3754813863928112,0.4924242424242423,0.6774442770502569,0.1070267566891723,0.0733483866268482
202801198,0.3761232349165597,0.3365231259968101,0.7602657704639394,0.1530382595648912,0.2522397843979896
202802014,0.5718870346598202,0.5562200956937798,0.6523351489164445,0.2530632658164541,0.1010634423483138
202802099,0.1591784338896018,0.3464912280701753,0.954185498512767,0.1800450112528132,0.2262728530847112
202802100,0.3940949935815148,0.5797448165869218,0.7303665932707536,0.1127781945486371,0.0146041226600626
202802130,0.1887034659820279,0.3413078149920254,0.9313168771970488,0.215553888472118,0.2318449996358074
202802152,0.3260590500641847,0.3233652312599681,0.849808784331904,0.1450362590647662,0.2414232646223323
202802155,0.3042362002567391,0.3624401913875598,0.8131108278286399,0.1957989497374344,0.2198266443295214
202802160,0.3613607188703462,0.3460925039872408,0.8316529532197627,0.1270317579394848,0.2200087406220409
202802163,0.2233632862644414,0.4393939393939393,0.9751612778614748,0.2008002000500125,0.147243062131255
202802175,0.3812580231065468,0.5889154704944178,0.8050759068258199,0.1395348837209302,0.0308835312113045
202802221,0.4942233632862645,0.3656299840510365,0.6999652335148916,0.2435608902225556,0.2477966348605142
202805176,0.3831835686777918,0.501993620414673,0.7098157376289257,0.1370342585646411,0.0769903124772379
202805188,0.5198973042362001,0.4736842105263156,0.4059566577818981,0.1147786946736684,0.0875883167018719
202805241,0.4197689345314503,0.4074960127591706,0.7268513153320199,0.1405351337834458,0.1285599825187559
202805246,0.5192554557124516,0.3429027113237639,0.6161007455479584,0.0875218804701175,0.2064971957170952
202806070,0.3324775353016687,0.3345295055821371,0.587824004326496,0.1322830707676919,0.1805302644038167
202806080,0.0847240051347881,0.0510366826156298,0.6765558002085988,0.1462865716429107,0.7785709082963072
202806220,0.3311938382541717,0.4066985645933013,0.7741723645072816,0.1785446361590398,0.176524145968388
202806233,0.4460847240051349,0.469298245614035,0.9077915556070614,0.3955988997249313,0.2177507465947993
202807071,0.2220795892169444,0.348883572567783,0.8070073782207285,0.1457864466116529,0.1917838152815209
202807202,0.3568677792041077,0.4342105263157895,0.7440800401746049,0.1342835708927232,0.110496030300823
202809060,0.274711168164313,0.4258373205741627,0.798161239232047,0.2010502625656414,0.2327554810984048
202809064,0.3844672657252888,0.3644338118022326,0.8271333101556766,0.2655663915978994,0.2654235559764003
202809073,0.1726572528883183,0.1236044657097287,0.7501834897825163,0.1462865716429107,0.6193094908587661
202810048,0.4120667522464698,0.6180223285486443,0.7099316259126202,0.1090272568142035,0.0126010634423482
202810067,0.277920410783055,0.2531897926634767,0.7609611001661065,0.1842960740185046,0.3358584019229369
202810071,0.3151476251604621,0.4892344497607656,0.8857341522772048,0.1682920730182545,0.0923228203073785
202810118,0.3626444159178432,0.4593301435406697,0.7793487078456367,0.1960490122530632,0.1314735231990676
202810163,0.4107830551989728,0.534688995215311,0.7645922663885347,0.1620405101275319,0.0671935319396897
202810173,0.3767650834403078,0.3867623604465707,0.6707613860238729,0.1162790697674418,0.1503022798455823
202812009,0.4390243902439024,0.478468899521531,0.7086182253640823,0.1507876969242311,0.1060893000218515
203011030,0.1964056482670089,0.1566985645933014,0.6237880016996947,0.0665166291572893,0.3302498361133368
203013042,0.2175866495507059,0.2033492822966506,0.7292077104338084,0.0192548137034258,0.2193531939689708
203013071,0.2689345314505775,0.2986443381180224,0.828794375555298,0.1125281320330082,0.2567557724524728
203013145,0.2766367137355581,0.2539872408293461,0.6154054158457913,0.1107776944236059,0.2823585111807124
203014017,0.3536585365853657,0.0940988835725677,0.3457333796886467,0.0987746936734183,0.5358365503678346
205211107,0.4801026957637995,0.3409090909090908,0.6179163286591725,0.0902725681420355,0.2337752203365139
206806179,0.4172015404364568,0.2077352472089313,0.3147525785143121,0.070017504376094,0.1423628814917328
208503197,0.5404364569961486,0.3369218500797447,0.5879785220380885,1.0000000000000002,0.6811858110568869
208515056,0.4345314505776634,0.4792663476874003,0.6403600262680109,0.2293073268317079,0.170551387573749
214601080,0.3177150192554556,0.3397129186602869,0.8384517325298412,0.1445361340335084,0.255299002112317
214601100,0.4724005134788189,0.366427432216906,0.7491018658013674,0.1525381345336334,0.2337752203365139
214607040,0.4152759948652118,0.4413875598086122,0.7794645961293313,0.1972993248312078,0.1595527715055722
214607064,0.2702182284980745,0.1375598086124401,0.7486769420944875,0.4033508377094274,0.48514094253041
214607157,0.2362002567394094,0.3337320574162677,0.7334569475026075,0.0682670667666916,0.1826061621385388
214707014,0.3299101412066751,0.376395534290271,0.643064086220883,0.1342835708927232,0.166654526913832
214707240,0.4133504492939663,0.325358851674641,0.7178892880596438,0.1462865716429107,0.2538058125136572
214806193,0.2605905006418485,0.4266347687400319,0.8112952447174256,0.1135283820955239,0.0988054483210721
227306026,0.2259306803594349,0.175438596491228,0.6571638274037161,0.1322830707676919,0.4422754752713235
227306028,0.4435173299101409,0.4190590111642741,0.6392784022868621,0.1907976994248562,0.1805302644038167
227306177,0.4653401797175864,0.4541467304625198,0.8076254490670993,0.3350837709427357,0.229878359676597
227306188,0.2766367137355581,0.4035087719298246,0.8316143237918646,0.1390347586896724,0.160645349260689
227307018,0.4249037227214374,0.4222488038277511,0.7219840074168501,0.2055513878469617,0.1719353193968971
227307089,0.2939666238767651,0.2715311004784688,0.7040213234441998,0.1397849462365591,0.2744919513438706
227307111,0.3241335044929396,0.363237639553429,0.6989608683895391,0.1547886971742936,0.2012892417510379
227308007,0.3164313222079586,0.4549441786283891,0.8912581604666434,0.2223055763940986,0.1359166727365431
227308049,0.3042362002567391,0.5283094098883571,0.923359215050025,0.1907976994248562,0.0679219171097676
227308068,0.3748395378690627,0.3460925039872408,0.8240043264959246,0.1597899474868717,0.2322456114793502
227308089,0.4094993581514763,0.4533492822966506,0.6983814269710665,0.1650412603150787,0.1258649573894675
227308132,0.3119383825417201,0.3552631578947368,0.8859272994166956,0.1807951987996999,0.2522397843979896
227308189,0.5455712451861361,0.5007974481658691,0.8186348360180785,0.3973493373343336,0.1796926214582271
227308205,0.2939666238767651,0.2838915470494416,0.7886197705411983,0.1282820705176294,0.2508922718333455
227308208,0.4582798459563539,0.5139553429027112,0.7298257812801792,0.2170542635658914,0.0881710248379342
227308221,0.5025673940949935,0.3899521531100477,0.7199752771661451,0.3723430857714428,0.3205623133513001
227309057,0.4165596919127083,0.3728070175438597,0.7915169776335612,0.2405601400350088,0.2642945589627795
227312116,0.3234916559691911,0.2838915470494416,0.6319774404141074,0.1445361340335084,0.3103285017117051
227312148,0.3677792041078302,0.3476874003189791,0.7108973616100744,0.1455363840960239,0.2043848787238692
227312222,0.4602053915275994,0.5538277511961721,0.7256924324950746,0.1555388847211803,0.0598004224633986
227313220,0.3998716302952503,0.4565390749601276,0.7087341136477768,0.1432858214553639,0.1088207444096438
227313225,0.2856225930680356,0.2256778309409887,0.702978328890949,0.1425356339084771,0.3256974288003497
227315029,0.3735558408215658,0.6136363636363634,0.8669602503186927,0.1490372593148287,0.027496540170442
227406130,0.498716302952503,0.2994417862838915,0.6357244949202302,0.3868467116779194,0.4018500983319979
227406189,0.500641848523748,0.4226475279106857,0.7823231737937961,0.3973493373343336,0.2315536455677762
227406208,0.3382541720154042,0.5797448165869218,0.8260516861745277,0.1277819454863716,0.0183917255444678
227407014,0.1630295250320923,0.3054226475279107,0.976088384131031,0.2003000750187547,0.300131109330614
227407099,0.2785622593068035,0.2834928229665071,0.8941939969869046,0.0862715678919729,0.2154563333090538
227407132,0.271501925545571,0.3345295055821371,0.9246339861706648,0.2110527631907977,0.2766042683370966
227408105,0.4711168164313219,0.5247208931419457,0.6682118437825936,0.1530382595648912,0.0895185374025784
227408106,0.3722721437740692,0.316188197767145,0.665198748406536,0.1702925731432858,0.2359239565882438
227408222,0.3164313222079586,0.5402711323763955,0.8618225364082357,0.140035008752188,0.0413722776604268
227409060,0.2458279845956354,0.3779904306220095,0.8995634874647506,0.1930482620655164,0.1932041663631728
229305171,0.3061617458279846,0.1236044657097287,0.5391895546026964,0.1895473868467117,0.4340447228494427
229306160,0.3376123234916557,0.3476874003189791,0.5499671649862865,0.1325331332833208,0.1842086095127103
229701094,0.2066752246469834,0.2906698564593302,0.8242361030633136,0.1322830707676919,0.2820307378541773
229701143,0.1655969191270858,0.2763157894736842,0.9030401359755862,0.172543135783946,0.286364629616141
229701213,0.3806161745827983,0.364035087719298,0.737358519720323,0.0947736934233558,0.2156748488600771
229701231,0.3395378690629012,0.2196969696969695,0.6918916830841735,0.2728182045511378,0.5392963799257048
229702014,0.3652118100128367,0.3736044657097287,0.7886970293969946,0.2063015753938484,0.174411828975162
229702048,0.3311938382541717,0.3409090909090908,0.9131224166570092,0.1850462615653914,0.2338480588535217
229702102,0.5359435173299101,0.3405103668261563,0.6060957237223317,0.056514128532133,0.1785272051861024
229704077,0.3960205391527598,0.4617224880382774,0.6935527484837949,0.1115278819704926,0.0505499308034088
229704093,0.2920410783055196,0.4968102073365231,0.8036852474214856,0.1242810702675669,0.0649355379124481
229705086,0.3825417201540433,0.515151515151515,0.6568934214084289,0.1075268817204301,0.0721465510962196
229705092,0.4691912708600769,0.3444976076555023,0.6988836095337427,0.1182795698924731,0.2339937358875373
229705228,0.2560975609756095,0.3624401913875598,0.8783945609765519,0.2200550137534384,0.2176414888192876
229708202,0.3433889602053912,0.3293460925039873,0.7253447676439911,0.180545136284071,0.2357782795542283
229709052,0.2477535301668805,0.3656299840510365,0.8781241549812647,0.1372843210802701,0.1741933134241387
229710206,0.4897304236200255,0.4477671451355661,0.8180167651717077,0.3850962740685171,0.263056304173647
229712216,0.4030808729139923,0.335725677830941,0.740294356240584,0.0877719429857464,0.2148736251729914
230008172,0.4229781771501923,0.3305422647527909,0.6864063043226329,0.0897724431107777,0.2167310073566901
230503036,0.0917843388960202,0.175438596491228,0.822536408235794,0.1152788197049262,0.435355816155583
230608007,0.4107830551989728,0.1961722488038277,0.4940703828176304,0.1475368842210552,0.3221283414669678
230615005,0.2073170731707314,0.29585326953748,0.7333410592189129,0.1332833208302075,0.2636025930512055
237304213,0.3812580231065468,0.5342902711323764,0.6983814269710665,0.113278319579895,0.0481098404836477
237708024,0.3164313222079586,0.2316586921850079,0.53868737204002,0.1525381345336334,0.372168402651322
238405096,0.4833119383825415,0.2691387559808611,0.603932475760034,0.1207801950487622,0.2987107582489621
238415017,0.2991014120667521,0.2456140350877192,0.5571136091474485,0.0865216304076019,0.248925631874135
241402076,0.1668806161745828,0.1244019138755979,0.6208907946073319,0.1597899474868717,0.5359093888848423
244204097,0.485879332477535,0.2930622009569377,0.6519102252095645,0.0657664416104026,0.2005972758394638
248703007,0.4358151476251604,0.3329346092503986,0.7195889828871633,0.1085271317829457,0.218551970281885
248703247,0.4730423620025674,0.3397129186602869,0.6918144242283771,0.1762940735183796,0.2410590720372933
248704061,0.4338896020539153,0.5354864433811802,0.8040715417004674,0.2193048262065516,0.0785563405929055
248704085,0.4152759948652118,0.4206539074960126,0.6618766176072932,0.1425356339084771,0.1248452181513584
248704177,0.3222079589216942,0.2934609250398723,0.8128017924054545,0.1660415103775944,0.2913904872896787
248705055,0.5231065468549421,0.3114035087719297,0.6317456638467184,0.1317829457364341,0.2325005462888775
248715073,0.3600770218228497,0.3066188197767145,0.7499903426430254,0.0767691922980745,0.2367615995338335
248715121,0.2978177150192551,0.3843700159489632,0.8777764901301811,0.2473118279569892,0.226345691601719
248715125,0.4030808729139923,0.5482456140350876,0.8288330049831961,0.1527881970492623,0.0421735013475125
248715146,0.4942233632862645,0.3524720893141945,0.7047939120021631,0.1822955738934734,0.2444096438196518
250201142,0.4441591784338894,0.2655502392344497,0.3153706493606829,0.0962740685171293,0.2389831743025712
250206020,0.2772785622593066,0.2376395534290271,0.7437710047514196,0.1550387596899224,0.3412484521815135
250207196,0.4152759948652118,0.2651515151515151,0.4020164561362845,0.1570392598149537,0.2762400757520576
250208125,0.3311938382541717,0.4066985645933013,0.8040329122725692,0.0577644411102775,0.2039114283633185
250214208,0.4306803594351733,0.202950558213716,0.3201220689921581,0.0690172543135784,0.2886590429018866
250215154,0.3754813863928112,0.2105263157894736,0.4462471510796924,0.1255313828457114,0.3477674994537111
250215155,0.503209242618742,0.4708931419457735,0.5340518406922393,0.094273568392098,0.0690144948648845
250216039,0.2901155327342746,0.3584529505582137,0.6300073395913006,0.0757689422355589,0.1787457207371257
253401030,0.3992297817715018,0.3281499202551834,0.7047166531463669,0.172543135783946,0.2653142982008887
253401237,0.3048780487804876,0.1750398724082934,0.5988720207053733,0.0802700675168792,0.1162502731444387
254202032,0.2721437740693195,0.364035087719298,0.7584115579248271,0.1560390097524381,0.1714254497778425
254203046,0.3170731707317071,0.4011164274322168,0.8036852474214856,0.1595398849712428,0.1752494719207517
254203121,0.2496790757381255,0.3010366826156299,0.8739908061961602,0.0847711927981995,0.2149464636899992
254204071,0.4319640564826699,0.4585326953748007,0.7163054815158187,0.1540385096274068,0.1156675650083764
254204186,0.2111681643132219,0.462121212121212,0.9927762969830416,0.126531632908227,0.0843105834365212
254205177,0.3510911424903722,0.3145933014354065,0.7241472553791478,0.3370842710677669,0.3173574186029572
254208069,0.5314505776636711,0.3297448165869218,0.6171051106733109,0.1647911977994498,0.2767863646296161
254210065,0.0205391527599485,0.0314992025518341,0.6784486421756093,0.0482620655163791,0.575897734722121
254213057,0.1591784338896018,0.1622807017543859,0.6252945493877236,0.1455363840960239,0.4674776021560201
254214145,0.3844672657252888,0.3086124401913875,0.780082666975702,0.0802700675168792,0.2050404253769393
254215071,0.4088575096277278,0.3229665071770334,0.7230270019701008,0.086021505376344,0.1985942166217496
254215074,0.3279845956354297,0.4593301435406697,0.8143469695213813,0.1585396349087272,0.0942166217495811
254215083,0.2400513478818999,0.2643540669856458,0.7606906941708192,0.1072768192048012,0.2441547090101245
254215098,0.477535301668806,0.3345295055821371,0.682157067253834,0.1197799449862465,0.2204093524655838
254215163,0.3741976893453143,0.5303030303030304,0.8546374628191756,0.1665416354088522,0.0658460193750455
